feat_acc,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-11-27C_S15_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-17C_S12_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-27C_S13_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-22-4DAG_S18_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-27-4DAG_S19_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=gELF3myc-17C_S10_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA2-22C-mock_S1_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-cycloheximide_S6_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-mock_S4_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey
AT4G22760,2.61402,2.1305,2.30476,2.65362,3.28286,,3.15106,2.18558,2.5491900000000003,2.78423,2.51213,2.46081,2.8246900000000004
AT4G22770,1.85537,1.60445,,3.04098,2.85592,,1.84704,1.92957,2.31141,,2.02699,2.03528,1.6494
AT4G22780,1.96934,,,,,,2.85292,2.52656,2.13675,1.57404,1.95142,1.7101400000000002,
AT4G22790,2.56847,1.8939,1.9007,1.85324,2.29947,,2.6492,2.60866,2.12874,2.50164,2.26532,,2.07156
AT4G22800,2.07079,2.03208,2.68028,2.68105,2.80278,,2.50112,2.2713,2.9350400000000003,2.44315,2.3553900000000003,2.7301,2.17463
AT4G22810,2.07079,,2.68028,2.68105,2.80278,,2.50112,2.2713,2.9350400000000003,2.44315,2.3553900000000003,2.7301,2.17463
AT4G22820,1.6530200000000002,2.1332,2.85166,2.02237,2.42899,,2.78867,1.6294,2.42873,2.10278,2.40883,1.60231,2.13246
AT4G22830,1.90796,2.13895,2.31888,3.04098,2.42899,,2.78867,2.31548,2.42873,3.2745,2.3908400000000003,3.20272,2.33712
AT4G22840,2.31765,1.7654900000000002,2.31888,3.00743,2.14437,,2.78867,2.62212,2.5491900000000003,3.2745,2.3908400000000003,3.20272,2.33712
AT4G22850,1.90796,2.13895,2.31888,3.04098,2.42899,,2.78867,2.31548,2.42873,3.2745,2.3908400000000003,3.20272,2.33712
AT4G22860,2.31765,1.7654900000000002,2.25201,1.96769,2.14437,,2.78867,2.62212,2.5491900000000003,1.88393,2.02699,2.23519,1.85557
AT4G22870,2.62583,1.97514,1.62917,2.47671,2.11428,,2.78867,2.42042,,2.23157,2.14828,2.21489,1.76719
AT4G22880,2.31765,1.85741,3.20685,2.50434,2.03284,,2.15488,2.42042,1.94687,2.23157,2.51213,2.21489,1.76719
AT4G22890,2.62583,1.85741,3.20685,2.50434,2.11428,,2.78867,2.42042,1.94687,2.23157,2.51213,2.21489,1.76719
AT4G22900,2.31765,2.1332,2.31888,3.21986,2.68378,,3.18706,1.6294,1.94687,1.7101099999999998,2.63341,1.92785,2.4796
AT4G22910,1.85537,,2.31888,3.21986,2.85592,,3.18706,1.6294,2.30826,2.23157,2.63341,2.4843,2.4796
AT4G22920,2.77993,2.31705,2.49647,3.00743,3.70532,,2.78867,2.62212,2.42873,2.31848,2.14828,2.84351,2.20169
AT4G22930,2.77993,2.31705,2.49647,3.00743,3.70532,,2.39029,2.62212,2.42873,2.31848,2.23592,2.84351,2.20169
AT4G22940,2.62583,2.0193,2.14129,1.9654,,,3.58544,2.82382,1.7059400000000002,1.65832,1.79623,1.62737,
AT4G22950,2.47174,2.1332,2.28366,1.94349,2.42899,,2.50112,2.78165,1.84697,1.6232,2.26956,1.94548,1.90967
AT4G22960,2.47174,2.1332,2.28366,2.32545,2.42899,,2.50112,2.78165,1.84697,2.23157,2.26956,1.94548,1.90967
AT4G22970,2.16355,2.17425,3.20685,2.8621,2.5713,,3.15106,2.62212,3.08192,3.01377,2.83616,3.02311,2.76456
AT4G22980,2.16355,1.54485,2.67407,2.22113,2.4882,,3.15106,2.62212,3.08192,2.28709,2.83616,2.11271,2.47858
AT4G22990,2.45623,2.05201,,2.18426,2.00458,,2.14381,1.92056,1.56628,,1.91013,1.42209,
AT4G23000,1.85958,2.05201,3.02925,2.08231,2.99824,,3.18706,,2.06222,2.14466,1.90571,1.85273,2.19463
AT4G23010,2.17421,2.44531,2.15562,2.60502,1.85751,,2.15488,1.81527,3.5226,2.14466,2.3908400000000003,2.37496,2.19192
AT4G23020,2.12447,1.98306,3.10245,2.17033,2.0874900000000003,,2.1519,,1.88622,1.76888,2.19231,1.83495,
AT4G23030,1.7482,1.85183,3.5620300000000005,2.47671,3.35245,,2.85842,,2.42873,3.21026,2.14757,2.11271,1.87211
AT4G23040,2.00946,,1.7861,2.83052,2.28668,,2.39029,2.21872,2.30826,2.83995,2.3908400000000003,2.6639,2.05215
AT4G23050,2.47174,,2.67407,2.83052,2.5713,,2.39029,2.01701,2.30826,2.83995,2.3908400000000003,2.6639,2.05215
AT4G23060,1.54151,1.67488,1.53657,1.99998,2.35771,,1.95106,1.91035,2.61896,2.26475,2.3017,2.061,1.68022
AT4G23070,2.0695,1.77212,1.86317,2.33331,,,3.87803,2.12396,1.73514,,1.58419,1.92644,
AT4G23080,2.0695,1.77212,,2.33331,,,3.87803,2.32642,,,,,
AT4G23090,2.28127,1.37524,2.14129,2.68322,3.04611,,2.39029,,2.03411,1.41217,,2.54666,1.83843
AT4G23100,2.75131,2.04127,2.49647,2.12289,2.85592,,2.39029,2.24786,2.30826,2.66613,2.99389,2.03528,2.22899
AT4G23103,2.75131,2.00737,2.49647,1.85829,2.85592,,2.39029,2.24786,2.30826,2.66613,2.99389,2.03528,2.22899
AT4G23110,2.75131,2.00737,2.49647,1.85829,2.85592,,2.39029,2.24786,2.30826,2.66613,2.99389,2.03528,2.22899
AT4G23120,2.88797,2.00737,2.67407,2.46588,1.88732,,2.7658400000000003,2.01701,2.42873,1.69065,1.75317,2.26806,
AT4G23130,1.68664,1.67488,2.67407,1.96769,2.00206,,3.58544,1.81531,2.06733,2.52861,2.14828,2.3046900000000003,
AT4G23140,2.31765,1.67488,2.67407,2.14657,2.14437,,3.58544,1.81531,2.06733,2.52861,2.14828,2.3046900000000003,
AT4G23150,2.47174,,2.21597,,1.85975,,1.99191,2.12252,1.84697,2.75304,1.66314,,
AT4G23160,2.77993,,2.14129,2.14657,2.28668,,3.18706,1.75275,,,2.02699,1.92785,1.83843
AT4G23170,1.92689,,,1.94349,,,2.14381,1.60562,,,,,
AT4G23180,2.31765,2.22512,2.31888,2.14657,2.71361,,2.39029,2.0873,2.66965,2.4923,2.51213,2.12509,2.12339
AT4G23190,1.92689,2.00535,1.7430599999999998,2.02237,1.88732,,2.39029,,2.3896900000000003,2.31848,2.63045,2.23519,1.95705
AT4G23200,1.9221,,2.65888,2.68322,2.42899,,3.18706,1.92566,2.1878,2.10258,2.02699,2.3046900000000003,2.69332
AT4G23210,,1.82573,,3.21986,2.5713,,1.59353,2.42042,2.1878,3.2563,2.18494,1.44655,2.9782900000000003
AT4G23220,1.73372,,2.85166,1.96769,2.00206,,2.78867,,2.06733,2.28709,2.41846,2.46081,2.12339
AT4G23230,2.31765,,2.14129,2.12289,2.5713,,2.50112,2.21872,1.95459,1.7101099999999998,,1.94571,2.12339
AT4G23240,2.31765,1.97659,2.14129,1.99998,2.5713,,2.39029,2.21872,2.5491900000000003,2.4923,3.1185400000000003,2.39449,1.83843
AT4G23250,2.00946,,2.49647,1.7888099999999998,1.85975,,2.39029,2.01701,2.30826,2.31848,2.26956,1.85568,1.90967
AT4G23260,2.9340200000000003,2.09177,1.96369,3.39874,2.42607,,2.39029,2.04436,2.9268,3.07533,2.39715,2.12509,1.48446
AT4G23270,1.85537,2.09177,1.96369,3.39874,2.42607,,2.39029,2.04436,2.9268,3.07533,2.39715,2.12509,1.90967
AT4G23271,1.56651,2.04127,,2.14657,,,2.85842,,,2.23157,,1.88681,
AT4G23280,2.9340200000000003,2.04127,1.96369,2.22113,2.00206,,2.85842,2.21872,,2.23157,2.26956,1.88681,1.48446
AT4G23290,1.7903,1.94934,,3.00743,2.28258,,3.18706,1.6294,2.79012,2.05775,,2.20326,1.97846
AT4G23300,1.7903,1.94934,1.76429,3.00743,2.28258,,2.50112,2.82382,2.79012,1.83976,1.83466,2.20326,1.92479
AT4G23310,,,2.31888,1.7888099999999998,2.01512,,3.18706,2.01701,1.94687,2.14466,2.02699,2.03528,2.05215
AT4G23320,2.31765,,2.49647,2.32545,2.01512,,3.18706,2.82382,2.06733,2.05775,2.02699,2.6639,2.12339
AT4G23330,2.62583,,2.49647,1.94599,2.5713,,3.18706,2.42042,2.06733,2.05775,1.83466,1.94548,2.12339
AT4G23340,1.70127,1.67643,2.31888,2.32545,1.57513,,2.39029,2.42042,2.1878,,2.3908400000000003,,1.98091
AT4G23350,,1.67643,,,,,2.39029,,,,,,
AT4G23360,2.15605,,2.49359,,2.28668,,3.18706,,1.94687,1.56907,1.66314,,
AT4G23370,2.88797,,2.05111,2.17794,1.80383,,2.72866,1.9924,,2.07669,2.34256,2.28911,1.59521
AT4G23380,2.77661,1.94688,2.4346,,1.5292,,3.18706,2.0986,,,,,
AT4G23390,1.92689,1.89946,1.96369,2.66473,2.28668,,2.39029,,2.17855,2.14466,2.51213,2.11306,1.98091
AT4G23400,1.92689,1.89946,2.4346,2.66473,2.28393,,1.95308,,2.17855,,2.51213,2.11306,
AT4G23410,2.24669,1.76354,2.07954,3.2890900000000003,2.7305900000000003,,2.39029,1.5523,2.16984,2.14466,2.51213,1.95225,1.98091
AT4G23420,2.31765,,3.02925,3.2890900000000003,3.28286,,2.39029,1.5523,1.94687,1.88393,2.3908400000000003,2.21489,
AT4G23430,2.4189,1.59945,3.14048,1.93199,,,3.21572,,,1.85935,,1.91738,1.81397
AT4G23432,2.3774900000000003,2.2783,2.11155,2.28419,2.35449,,2.62026,2.2216,3.0941,2.82968,1.82079,1.84802,
AT4G23440,2.3774900000000003,1.83796,2.86255,2.50434,2.06848,,2.36329,1.99285,2.09048,2.44341,2.65199,2.15905,1.73842
AT4G23450,1.7698200000000002,,1.6875,2.77641,2.68378,,2.39029,,2.50822,2.73442,2.38815,2.11741,2.61702
AT4G23460,,1.58163,2.8181700000000003,2.50434,2.71361,,1.62244,1.6294,2.42873,2.75304,2.56581,3.05463,2.27091
AT4G23470,2.47174,2.04127,2.8181700000000003,2.0561,2.57341,,3.18706,2.01701,2.34753,2.73713,2.56581,3.05463,2.19463
AT4G23490,1.80677,1.4810299999999998,2.14129,2.49065,2.28668,,1.99191,2.01701,2.5491900000000003,1.7617599999999998,2.02699,,1.69595
AT4G23493,1.80677,2.22058,2.35909,2.49065,2.28668,,2.4963,2.24786,2.1741900000000003,1.7617599999999998,2.06818,,2.21897
AT4G23496,2.39812,2.0035,2.35909,1.3786200000000002,1.60996,,2.74888,2.24786,1.91558,1.7752,2.06818,1.82083,2.21897
AT4G23500,1.83692,1.4345,2.03336,1.9654,,,2.38825,,1.7709,,2.14828,,
AT4G23510,2.47174,,2.14129,1.96769,2.5713,,2.78867,2.21872,2.66965,1.97084,2.14828,1.67608,1.83843
AT4G23515,2.16355,1.67356,1.96369,1.96769,2.28668,,2.78867,,2.30826,,1.78443,1.67608,
AT4G23520,2.00946,1.91697,2.67407,2.32545,,,2.33885,2.42042,2.66965,2.4923,2.87598,,1.76719
AT4G23530,1.92759,1.91697,2.67407,2.32545,2.28668,,2.33885,,2.66965,2.4923,2.87598,1.94548,1.76719
AT4G23540,1.87628,1.92534,2.1058,2.11662,2.34831,,2.36082,,2.20558,1.7419099999999998,1.88522,2.10368,1.7489599999999998
AT4G23550,2.0470200000000003,2.16863,,,,,1.90376,,1.51831,2.865,2.31907,1.77855,
AT4G23560,2.0969,1.85741,1.9007,,2.42899,,2.6757,2.0873,1.94687,2.01738,1.91805,,
AT4G23570,2.29795,1.85741,1.9448,2.39777,2.42899,,1.62244,2.82382,2.41483,2.47814,2.02699,1.9739,2.19463
AT4G23580,1.85537,,1.76429,,1.64621,,2.39029,2.21872,2.27117,,2.38815,1.94571,1.90967
AT4G23590,1.85537,,1.76429,1.7888099999999998,2.00206,,2.31491,,2.27117,1.79702,2.38815,,1.90967
AT4G23600,2.31765,2.09177,1.85563,2.2265,1.86118,,2.78867,2.42042,,1.7176,,1.94571,
AT4G23610,2.28127,1.85741,2.53125,2.32545,2.00206,,2.15488,2.42042,1.94687,2.83995,2.14828,2.4843,2.62208
AT4G23620,2.26827,,3.5620300000000005,2.8333,2.95072,,2.93626,1.98689,3.03104,2.40248,2.55325,2.84351,2.33712
AT4G23630,2.26827,1.37317,3.5620300000000005,2.8333,3.08498,,2.93626,2.21872,3.03104,2.40248,2.55325,2.84351,2.33712
AT4G23640,2.00946,2.22231,2.21597,2.70297,2.71361,,2.14381,2.42042,1.64175,2.57609,2.26956,2.03528,1.90967
AT4G23650,2.77993,2.50091,2.31888,2.8621,3.75364,,3.18706,2.62212,3.27197,2.4923,2.41846,2.25686,2.13246
AT4G23660,2.00946,2.04127,3.02925,4.47203,2.99824,,2.78867,2.62212,2.91058,3.29546,2.76875,2.5741,2.33712
AT4G23670,2.00946,1.94934,2.14129,1.94599,2.28258,,2.78867,2.62212,1.94687,2.05525,2.02699,1.5133299999999998,1.98091
AT4G23680,2.43295,1.85741,2.1912700000000003,1.98032,1.85975,,3.18706,1.94388,1.69618,2.29908,2.17624,2.21489,1.90967
AT4G23690,2.6227,2.25722,2.14129,1.60993,1.85975,,3.18706,1.48127,,1.88393,2.17624,2.21489,1.92748
AT4G23700,2.55952,2.0083,2.24137,1.7025,,,2.52015,,2.1741900000000003,2.03619,2.09665,,
AT4G23710,2.55952,1.60471,1.54375,,,,1.89285,,,,1.87581,,
AT4G23720,2.12236,1.80085,2.86429,2.08267,2.6689700000000003,,1.95474,2.2276700000000003,1.72803,,1.82079,1.91396,1.50054
AT4G23730,,1.69377,2.39759,,2.11428,,2.44994,2.27857,1.94972,2.13798,2.65155,2.16005,1.72291
AT4G23740,2.47673,2.12744,2.49647,2.43453,1.98337,,2.50112,1.92473,2.37914,2.23157,1.7179,1.70249,
AT4G23750,,1.59945,2.61143,2.31341,1.96268,,3.06455,1.7899200000000002,1.87652,2.13798,2.06818,1.9682,1.66084
AT4G23760,2.20216,2.31413,2.30962,2.46588,1.85751,,2.93626,3.07986,2.22434,2.75304,2.14828,1.82618,2.12339
AT4G23770,1.99203,1.4172,2.53125,2.49997,2.67607,,2.7457,2.12682,2.08038,2.15421,2.29253,2.58356,2.05187
AT4G23780,2.31488,2.22512,2.59695,2.49997,2.56821,,2.78629,2.12682,2.08038,2.15421,2.29253,2.58356,2.05215
AT4G23790,2.31488,2.22512,2.59695,2.49997,2.56821,,2.78629,2.12682,2.08038,2.15421,2.29253,2.58356,2.05215
AT4G23800,2.31488,2.22512,2.59695,2.14657,2.14437,,3.58544,,1.94687,1.65074,2.14828,2.3046900000000003,2.33712
AT4G23810,2.31765,2.38606,3.16181,2.62724,1.87936,,1.92873,2.8044,3.71746,2.7554,2.02699,1.6206,2.52921
AT4G23820,,1.94934,3.20685,3.7565,3.42517,,2.50112,2.01701,2.66965,2.75304,2.14828,2.84351,2.69332
AT4G23840,1.70127,1.37317,2.85166,3.39874,2.01512,,2.39029,2.21872,1.94687,2.14466,2.18494,2.21489,1.90967
AT4G23850,1.85537,1.7654900000000002,3.03037,3.11134,2.42899,,3.21572,2.41606,2.50274,2.24827,2.51213,2.19503,2.26587
AT4G23860,1.60602,2.04127,2.56145,3.11134,2.28258,,3.21572,2.62212,2.50274,2.24827,2.51213,2.19503,2.19463
AT4G23870,2.0842,1.7442099999999998,2.01667,2.3651,2.04097,,3.11847,1.6294,2.38509,2.5011,2.14757,2.00297,2.03406
AT4G23880,2.20755,1.59346,2.03453,2.63827,2.69936,,1.94904,1.76618,2.5045,2.58531,2.24207,2.0142900000000004,2.57165
AT4G23882,2.20755,,1.49405,2.38787,2.29501,,2.6465400000000003,1.75275,2.16984,2.1238,2.2099900000000003,2.0142900000000004,2.01859
AT4G23885,2.14797,1.67488,2.59695,2.63827,2.69936,,2.11963,1.76618,2.5045,2.58531,2.24207,1.9739,2.57165
AT4G23890,2.00946,1.94934,2.85166,4.47203,2.81751,,2.78867,,4.47661,2.83995,2.63341,3.20272,2.76456
AT4G23895,1.82982,1.94934,2.85166,4.47203,2.81751,,2.78867,,4.47661,2.83995,2.63341,3.20272,2.76456
AT4G23900,2.00946,1.94934,2.53125,3.21986,2.81751,,2.78867,1.92957,2.27746,1.83976,2.63341,2.7537,2.40836
AT4G23910,2.31765,2.22512,2.31888,2.2998,2.14437,,2.50112,2.21872,2.06733,2.10258,1.91809,2.11741,2.33712
AT4G23920,2.47174,2.25851,2.49647,3.7565,2.42899,,2.78867,2.21872,2.06222,2.10258,2.63341,2.5741,2.69332
AT4G23930,2.00946,,2.85166,2.8621,2.42899,,2.78867,2.01701,3.5129,1.97084,2.87598,2.7537,2.06324
AT4G23940,1.85537,1.94934,2.85166,2.32545,2.14437,,2.78867,2.01701,3.5129,1.91432,2.02699,2.7537,1.99402
AT4G23950,2.16355,1.7654900000000002,2.85166,2.50434,2.01512,,2.78867,2.01701,2.1878,2.13798,2.14828,2.39449,2.13246
AT4G23960,2.00946,2.1332,2.49647,2.50434,2.14437,,2.85842,2.42042,2.1878,2.13798,2.18494,2.12509,1.76719
AT4G23970,2.47174,1.92534,1.96369,2.32545,1.69142,,2.78867,,,1.79702,2.14828,2.12509,
AT4G23980,2.62208,2.0567,,1.91034,2.11428,,3.50465,,2.9268,2.02088,2.03281,1.74615,2.00773
AT4G23990,,1.92534,2.4077900000000003,2.04675,1.95031,,2.33402,,1.5291,1.81106,,2.05504,1.90002
AT4G24000,2.20847,1.99161,2.64087,2.10763,2.14437,,2.56923,2.16465,2.35814,2.16399,2.76875,2.1669400000000003,1.87576
AT4G24010,2.47174,2.40898,2.31888,1.7888099999999998,2.5713,,2.50112,2.24786,1.94687,2.14466,2.3908400000000003,1.94548,1.7109299999999998
AT4G24015,2.47174,2.31705,2.85166,2.47671,2.5713,,2.78867,2.42042,2.1878,2.57921,2.51213,2.6639,2.12339
AT4G24020,2.0127,2.06603,2.49647,2.50142,1.74765,,2.78867,2.62212,2.42873,1.97084,2.3908400000000003,2.07809,2.01859
AT4G24026,2.40968,2.40898,1.96369,2.32545,2.14437,,2.99458,1.8348,1.7059400000000002,1.97084,2.3908400000000003,1.76588,1.99402
AT4G24030,2.09912,2.04127,2.575,2.48907,2.99018,,3.16428,2.2131,2.9647,2.09803,1.65437,2.1532,2.67771
AT4G24040,2.09912,2.04127,2.575,2.48907,2.99018,,,2.2131,2.06733,1.7016099999999998,1.65437,2.1532,2.67771
AT4G24050,2.71777,1.76685,,1.46906,,,2.68971,2.04436,2.1149,2.01379,2.25343,1.77148,1.92042
AT4G24060,2.0470200000000003,2.25722,2.27407,2.02237,2.41632,,2.85842,,2.51196,1.92516,2.69538,2.03156,1.87014
AT4G24070,2.62583,,2.49647,2.12289,,,1.84704,2.21872,1.47758,,1.78443,1.44655,2.26587
AT4G24080,2.62583,2.40898,2.49647,2.32545,2.00206,,2.39029,2.21872,2.42873,,2.3908400000000003,1.94548,2.26587
AT4G24090,2.00946,1.81187,1.7430599999999998,2.32545,2.00206,2.87752,2.14381,2.62212,3.87429,2.92686,2.3908400000000003,3.29252,1.83843
AT4G24100,2.00946,1.94934,3.00417,3.21986,3.28286,2.87752,2.46272,2.62212,3.87429,2.92686,2.3908400000000003,3.29252,1.83843
AT4G24110,2.02192,2.00831,2.45855,3.2669,2.71361,,3.18433,2.45385,3.75383,3.12505,2.38815,1.91396,2.03824
AT4G24120,2.47673,2.00831,2.45855,3.2669,2.71361,,3.18433,2.45385,3.75383,3.12505,2.38815,1.91396,2.34013
AT4G24130,2.20216,1.94688,2.14129,2.65362,2.42899,,2.78867,2.07378,2.66965,1.6115700000000002,2.51213,2.12509,1.98091
AT4G24140,2.9340200000000003,2.2441,,2.37887,2.71035,,3.21572,,,1.5814700000000002,2.38815,1.92491,1.48446
AT4G24150,2.9340200000000003,2.2441,,2.37887,2.71035,,3.21572,,,1.5814700000000002,2.38815,1.92491,1.48446
AT4G24160,1.85537,2.1332,3.02925,2.8621,2.99824,,2.14381,2.42042,2.66965,3.03985,2.88551,2.6639,2.40935
AT4G24170,2.31765,1.51049,3.02925,2.12289,2.5713,,2.78867,2.42042,2.79012,2.83995,2.14828,2.3046900000000003,3.1207700000000003
AT4G24175,,2.40898,2.85166,2.68322,2.99824,,2.39029,2.21872,2.1878,2.23157,2.51213,2.39449,2.12339
AT4G24180,1.85537,2.1332,2.49647,2.68322,2.42899,,2.78867,2.42042,2.42873,2.31848,2.06818,2.4843,1.69595
AT4G24190,2.31765,2.40898,2.49647,3.04098,2.42899,,2.39029,3.02552,2.91058,2.40539,2.87598,2.6639,2.26587
AT4G24200,2.47174,2.09128,3.38444,3.04098,1.71744,,2.39029,1.75275,2.1878,2.14466,2.14828,2.03528,2.4796
AT4G24204,2.16355,1.7654900000000002,2.31888,3.18434,2.71361,,2.78867,2.62212,3.15151,2.40539,2.63341,2.12509,2.19463
AT4G24210,2.47174,1.82573,2.16964,3.04098,2.28668,,2.78867,2.31548,3.15151,2.23157,2.63341,2.12509,1.90967
AT4G24220,2.16355,1.7654900000000002,2.31888,3.18434,2.71361,,2.78867,2.62212,3.15151,2.40539,2.63341,2.12509,2.19463
AT4G24230,1.85537,1.94934,3.38444,,,,1.99191,2.21872,3.15151,1.97084,2.87598,1.85568,1.6494
AT4G24231,1.92689,2.04127,4.2652800000000015,6.08196,4.99059,,2.39029,,2.91058,3.01377,3.11903,3.11291,2.8358
AT4G24240,2.16355,1.94934,2.14129,1.96769,2.28668,,1.99191,2.21872,3.15151,,2.51213,2.5741,1.90967
AT4G24250,1.85537,1.7594,2.31888,2.8621,2.28668,,2.39029,2.01701,1.94687,2.4923,2.02699,2.6639,2.55084
AT4G24260,2.47174,1.7654900000000002,2.14129,2.8621,1.85975,,2.14381,2.0873,2.30826,2.4923,2.02699,2.6639,1.98091
AT4G24265,2.47174,1.7654900000000002,2.14129,2.68322,1.85975,,2.39029,2.0873,2.30826,2.05775,2.26956,1.85568,1.98091
AT4G24270,1.9221,1.7654900000000002,3.02925,2.6800900000000003,2.5713,,2.39029,,3.03104,2.44341,2.26956,2.84351,2.4796
AT4G24275,3.24221,1.7654900000000002,3.02925,2.68322,2.5713,,2.85842,2.01473,2.42873,2.44341,2.26956,2.66068,2.4796
AT4G24280,1.9221,1.7632599999999998,2.67407,2.6800900000000003,3.14055,,2.31491,,3.03104,2.44341,2.26956,2.84351,2.34013
AT4G24290,2.31765,2.09777,2.49647,3.39874,2.28668,,2.78867,1.81531,2.91058,2.4923,2.02699,2.5741,2.06324
AT4G24300,,2.04127,2.67407,2.2998,2.28668,,2.39029,2.42042,2.42873,2.4923,2.75469,1.85568,2.4796
AT4G24310,2.31765,,2.67407,2.12289,2.85592,,2.56923,2.42042,2.30826,2.4923,2.3908400000000003,2.46081,2.4796
AT4G24320,1.92759,2.04127,2.84653,2.50434,2.55005,,3.58544,2.42042,3.27197,2.3582,2.63341,2.21489,1.98091
AT4G24330,,,2.84653,2.50434,2.55005,,2.39029,,3.27197,2.3582,2.63341,2.21489,2.09006
AT4G24340,1.92759,,2.84653,2.50434,2.55005,,3.58544,2.21872,3.27197,2.3582,2.63341,2.21489,2.09006
AT4G24350,,,,1.89932,2.45126,,2.16326,,2.66501,1.5631700000000002,2.30937,2.07809,2.09006
AT4G24370,2.00946,1.94934,2.31888,2.14657,2.68378,,3.21572,2.62212,2.79012,2.14466,2.14828,1.94548,2.27091
AT4G24380,2.00946,,2.31888,2.14657,2.28668,,2.38825,,2.79012,2.14466,2.30937,2.07809,2.06324
AT4G24390,1.85537,2.31705,2.31888,2.68322,2.28668,,2.78867,2.27857,2.40921,2.34846,2.26956,2.21489,2.62208
AT4G24400,1.85537,2.31705,2.49647,2.68322,2.28668,,2.78867,2.21872,2.40921,2.34846,2.26956,2.4843,2.62208
AT4G24410,2.31765,2.22512,2.31888,2.50434,2.14437,,2.78867,2.21872,2.5491900000000003,1.88393,2.14828,2.12509,2.12339
AT4G24420,2.31765,2.22512,2.31888,2.50434,2.14437,,2.78867,2.21872,2.5491900000000003,1.88393,2.14828,2.12509,2.12339
AT4G24430,2.31765,1.85741,1.96369,3.21986,1.85975,,3.93032,,2.1878,1.88393,2.02699,1.85568,1.69595
AT4G24440,2.47174,1.7654900000000002,2.49647,2.8621,1.85975,,2.39029,2.01701,2.42873,2.40539,2.87598,2.21489,2.40836
AT4G24450,2.47174,2.04127,2.49647,2.8621,2.85592,,3.18706,1.92802,1.82641,2.57921,2.87598,2.21489,2.26587
AT4G24460,,,2.31888,2.68322,2.71361,,3.18706,2.42042,2.66965,2.44341,2.65199,2.03528,2.27091
AT4G24470,,1.7654900000000002,2.49647,2.83052,2.85592,,3.18706,2.42042,2.42873,2.75304,2.51213,2.54666,2.69332
AT4G24480,1.77208,2.22512,1.90706,1.96769,,,2.82618,2.20176,1.94687,1.69065,2.02699,,1.87858
AT4G24490,2.47174,,2.14129,3.93538,3.28286,,3.18706,2.21872,3.27197,2.66613,3.1185400000000003,3.02311,2.76456
AT4G24500,2.47174,2.09128,2.85166,2.3335,2.42899,,2.39029,1.81531,2.30826,2.31848,2.26956,2.39449,2.26587
AT4G24510,2.47174,,2.14129,3.93538,3.28286,,3.18706,2.21872,3.27197,2.66613,3.1185400000000003,3.02311,2.76456
AT4G24520,2.31765,1.60445,2.31888,2.8621,2.28668,,2.78867,2.62212,2.42873,2.40539,2.51213,1.94548,1.90967
AT4G24530,2.31765,1.85741,2.31888,2.8621,2.34671,,2.39029,,2.30826,2.40539,2.02699,1.77401,1.83843
AT4G24540,2.44274,1.91697,2.0583400000000003,1.91034,2.28258,,2.99458,,1.97633,2.41682,2.01539,2.49021,2.14322
AT4G24550,2.44274,1.91697,2.0583400000000003,1.91034,2.28258,,2.99458,,1.97633,2.41682,2.01539,2.49021,2.14322
AT4G24560,,,2.67407,1.96769,3.42517,,2.78867,2.01701,2.5984,7.4462100000000015,3.48239,2.7537,4.40311
AT4G24570,,,2.67407,1.96769,3.42517,,2.78867,2.01701,2.5984,2.40539,3.48239,2.7537,1.90967
AT4G24580,2.61402,1.99161,2.25201,2.14657,2.28668,,1.99191,1.92674,,2.4362,1.91809,1.5801,2.55084
AT4G24590,2.61402,1.99161,2.25201,2.32545,1.77534,,1.99191,1.92674,,2.4362,1.91809,1.5801,2.12339
AT4G24600,2.62583,1.7654900000000002,2.85166,3.11134,2.28668,,2.39029,,2.08027,2.31848,1.91809,2.22832,2.55084
AT4G24610,2.31765,1.85741,2.67098,2.6800900000000003,1.85975,,3.58544,3.22722,2.1878,2.40539,2.5093,2.21489,2.04961
AT4G24620,2.31765,1.94934,2.49647,3.18434,2.99824,,2.39029,2.01701,3.03104,2.13798,2.26956,2.33081,1.98091
AT4G24630,2.31765,1.94934,2.49647,3.18434,2.99824,,2.39029,,3.03104,2.13798,2.26956,2.33081,2.26587
